index,rule_id,rule_type,tool,level,file_type,start_line,rank,occurrence_count,severity,ground_truth_fp
1218,hsts-missing,clear_fp,Semgrep,error,production,1415,0.8145079681305315,4,0.8336075586882403,True
1219,todo-comment,clear_fp,SonarQube,error,test,1604,0.6458108800512076,4,0.2621310504454283,True
1220,latest-tag,clear_fp,SonarQube,note,config,1984,0.726225791870277,3,0.057998654457028564,True
1221,gdpr-data-leak,clear_vp,CodeQL,error,infra,527,0.671956140494912,2,0.7693791464631726,False
1222,gdpr-data-leak,clear_vp,CodeQL,warning,production,694,0.4550896661064078,3,0.17090528994427356,False
1223,assert-usage,clear_fp,SonarQube,warning,production,384,0.8311389644353826,5,0.9564981247770985,True
1224,sql-injection,mixed,SonarQube,note,production,1503,0.5320134786633633,4,0.9998926667050493,False
1225,deserialization,clear_vp,SonarQube,none,production,157,0.9059552097493825,5,0.8622516283024872,False
1226,line-too-long,clear_fp,Semgrep,error,config,1167,0.41866461346187267,4,0.6722735172017217,True
1227,sql-injection,mixed,CodeQL,note,config,19,0.6167299353754057,7,0.014957994593435497,True
1228,open-redirect,mixed,CodeQL,error,production,1415,0.36159026642030967,5,0.23115136756267707,False
1229,todo-comment,clear_fp,Semgrep,none,infra,1686,0.7274357374154816,4,0.5149737849821052,True
1230,path-traversal,mixed,Semgrep,note,production,903,0.14246314808710858,5,0.6451370408192583,False
1231,hsts-missing,clear_fp,CodeQL,error,production,1826,0.35363786314011036,5,0.12642622715502805,True
1232,open-redirect,mixed,CodeQL,none,test,1534,0.5333268427529364,2,0.721477082734017,True
1233,weak-cipher,mixed,SonarQube,error,production,1607,0.2630377990850331,6,0.43317704897588727,True
1234,open-redirect,mixed,CodeQL,warning,production,274,0.4819442793927208,1,0.4625339853783005,False
1235,rds-public,mixed,CodeQL,warning,config,114,0.8476451466520427,6,0.11675296715800854,True
1236,csrf-missing,mixed,Semgrep,none,production,720,0.017148154018361228,4,0.9642201998380311,True
1237,sqli-confirmed,clear_vp,Semgrep,note,test,1007,0.25201473367905247,5,0.36933016881964476,False
1238,public-subnet,mixed,Semgrep,warning,production,1913,0.04516775649747773,3,0.6670860513355453,False
1239,malware-callback,clear_vp,SonarQube,warning,production,348,0.638723408817006,7,0.6149100858019407,False
1240,open-redirect,mixed,Semgrep,warning,infra,1174,0.346393568050109,3,0.023099673424247125,False
1241,http-404-burst,clear_fp,Semgrep,note,production,1655,0.13710318807432864,3,0.6487218801549056,True
1242,deserialization,clear_vp,Semgrep,note,production,449,0.0812805233206938,2,0.5549428892511367,False
1243,sqli-confirmed,clear_vp,CodeQL,error,test,142,0.9327322704203617,2,0.6756277676987004,False
1244,hsts-missing,clear_fp,SonarQube,note,production,1740,0.657494059256251,3,0.3829670110643133,False
1245,eval-detected,clear_fp,CodeQL,warning,production,1605,0.6685884185582797,3,0.807662077665546,False
1246,sqli-confirmed,clear_vp,Semgrep,error,test,202,0.5336024015254278,4,0.3434442832940099,False
1247,command-injection,clear_vp,CodeQL,note,production,665,0.5203463368715742,5,0.6767366986798866,False
1248,insecure-deser,clear_vp,CodeQL,note,test,274,0.10284897206180477,5,0.8552339332828451,False
1249,latest-tag,clear_fp,CodeQL,warning,production,640,0.5166544007286027,3,0.5706441825450448,True
1250,xss-reflected,mixed,SonarQube,warning,production,935,0.507560249110526,4,0.537277846548448,False
1251,s3-no-encryption,mixed,SonarQube,note,production,1041,0.47970016253354575,10,0.9260813467869188,True
1252,malware-callback,clear_vp,CodeQL,note,production,1195,0.5408595788250777,5,0.18920900530577645,False
1253,csrf-missing,mixed,Semgrep,warning,production,1453,0.3431763870323312,3,0.06166620730740413,False
1254,malware-callback,clear_vp,CodeQL,warning,production,883,0.2190666163123789,6,0.48221627256038646,False
1255,ssrf-request,clear_vp,SonarQube,warning,test,1543,0.42770117081923853,5,0.3385859719415736,False
1256,ssrf-request,clear_vp,Semgrep,note,production,994,0.6833036526040215,4,0.06719709810271313,False
1257,latest-tag,clear_fp,Semgrep,warning,config,1893,0.6834527434210503,5,0.6902107766994678,True
1258,rce-confirmed,clear_vp,CodeQL,none,config,19,0.7633390532427098,1,0.5265247107711399,False
1259,latest-tag,clear_fp,SonarQube,note,production,1866,0.6862332800964477,1,0.8188328992141178,True
1260,assert-usage,clear_fp,CodeQL,error,infra,1871,0.08552451757610802,3,0.28093743834221874,True
1261,rds-public,mixed,CodeQL,error,production,1986,0.16012824018464022,1,0.42311343099578624,False
1262,public-subnet,mixed,SonarQube,warning,production,168,0.029262109167332184,3,0.5509952833452542,True
1263,dom-xss,clear_vp,Semgrep,error,config,185,0.5129788419143418,6,0.9357998315292914,False
1264,weak-cipher,mixed,Semgrep,warning,test,665,0.9089979943728113,7,0.2411104476852185,True
1265,rce-confirmed,clear_vp,SonarQube,warning,production,1045,0.3324477182476383,7,0.7687347933788026,False
1266,path-traversal,mixed,CodeQL,note,production,727,0.8625568325238507,7,0.8876580637605281,True
1267,s3-no-encryption,mixed,Semgrep,note,production,694,0.9904716723472566,7,0.9392184948776852,True
1268,sqli-confirmed,clear_vp,Semgrep,error,test,1243,0.5660475729241843,1,0.7964356443506597,False
1269,command-injection,clear_vp,SonarQube,warning,production,599,0.21932818403091914,4,0.06755484345568707,False
1270,gdpr-data-leak,clear_vp,Semgrep,warning,production,1048,0.5115195574628737,4,0.8320620967541508,True
1271,latest-tag,clear_fp,CodeQL,warning,production,747,0.9163651067423957,6,0.08605454468610119,True
1272,http-404-burst,clear_fp,SonarQube,warning,test,227,0.1585980058380423,4,0.4454054285778348,True
1273,gdpr-data-leak,clear_vp,SonarQube,warning,production,868,0.17236191588537497,1,0.4511679162883723,False
1274,line-too-long,clear_fp,SonarQube,warning,production,903,0.09208049312361977,2,0.6919100266195619,True
1275,unused-import,clear_fp,Semgrep,warning,test,1760,0.6823054628670612,3,0.18029428528621783,True
1276,http-404-burst,clear_fp,CodeQL,warning,test,1032,0.38372217471945447,2,0.10014328773835113,True
1277,latest-tag,clear_fp,CodeQL,note,production,630,0.6553260713826526,6,0.09867127586805613,False
1278,malware-callback,clear_vp,Semgrep,error,test,1498,0.8828056791884848,2,0.5830064830045513,False
1279,todo-comment,clear_fp,Semgrep,warning,production,572,0.4177923326982561,3,0.17633085376804003,True
1280,sqli-confirmed,clear_vp,SonarQube,warning,test,1393,0.642179411950315,6,0.9663900660648401,False
1281,dns-exfiltration,clear_vp,SonarQube,warning,production,770,0.7106672459428351,9,0.7047842934477269,False
1282,ssrf-request,clear_vp,Semgrep,warning,config,1967,0.4302285034020821,5,0.7338598702055653,False
1283,gdpr-data-leak,clear_vp,CodeQL,error,production,1305,0.7861154478031324,2,0.7492903605492502,False
1284,hsts-missing,clear_fp,SonarQube,none,production,304,0.767748091546434,4,0.5213340857167345,True
1285,open-redirect,mixed,SonarQube,warning,production,387,0.9791532397514886,2,0.24299759286082978,True
1286,s3-no-encryption,mixed,Semgrep,none,test,1572,0.6060646961849178,2,0.017093520120355365,True
1287,http-404-burst,clear_fp,SonarQube,note,config,1625,0.08851905256306758,4,0.5265156165216303,True
1288,csrf-missing,mixed,CodeQL,warning,production,1306,0.8348657553333153,6,0.9046384271149494,False
1289,sqli-confirmed,clear_vp,SonarQube,note,infra,1256,0.10354357195278396,4,0.01734592685371794,False
1290,line-too-long,clear_fp,SonarQube,note,infra,1806,0.42278234056560393,4,0.1519060509889396,True
1291,public-subnet,mixed,SonarQube,note,infra,1679,0.18077595484072684,7,0.2979574289583591,True
1292,xss-reflected,mixed,CodeQL,note,config,426,0.395925407173629,6,0.3567710470865604,True
1293,public-subnet,mixed,CodeQL,none,production,558,0.7420925925582444,9,0.7856017924230225,False
1294,insecure-deser,clear_vp,SonarQube,none,production,1689,0.31843136607730993,5,0.34853178211469016,False
1295,unused-import,clear_fp,SonarQube,note,production,1898,0.17128263629215135,2,0.23314730361808655,True
1296,s3-no-encryption,mixed,CodeQL,warning,test,1649,0.21313710430645505,3,0.5464668510006979,True
1297,s3-no-encryption,mixed,Semgrep,none,test,6,0.5251757899342241,2,0.26837836527714776,True
1298,rce-confirmed,clear_vp,SonarQube,warning,production,471,0.15211640300883977,3,0.16707365635199822,False
1299,eval-detected,clear_fp,CodeQL,warning,test,326,0.5319726586169528,4,0.4781069461199968,True
1300,open-redirect,mixed,CodeQL,error,config,1489,0.8616571554970481,2,0.40164517721204185,False
1301,dns-exfiltration,clear_vp,Semgrep,note,test,650,0.42341670930627184,7,0.9025225390162929,False
1302,public-subnet,mixed,Semgrep,warning,production,1429,0.14959765614755838,6,0.8022213189713018,False
1303,unused-import,clear_fp,SonarQube,warning,config,759,0.23214888014324964,4,0.35623150876084153,True
1304,eval-detected,clear_fp,SonarQube,none,production,259,0.15148211302995818,4,0.6864198939976419,False
1305,line-too-long,clear_fp,CodeQL,error,production,816,0.46059343677052234,1,0.880297717418541,True
1306,sql-injection,mixed,SonarQube,warning,production,1820,0.9570848174442188,7,0.3257598539278975,False
1307,unused-import,clear_fp,Semgrep,error,production,1864,0.021806793124395596,5,0.29380202881550743,True
1308,command-injection,clear_vp,Semgrep,none,production,465,0.9099296989772162,3,0.6527234395556732,False
1309,bare-except,clear_fp,Semgrep,warning,infra,524,0.6060334525203784,6,0.07727172626717704,True
1310,gdpr-data-leak,clear_vp,SonarQube,warning,test,52,0.4074356527661438,4,0.058063338891091276,False
1311,eval-detected,clear_fp,Semgrep,warning,test,1047,0.4787022008507855,3,0.8939783918831082,True
1312,sqli-confirmed,clear_vp,CodeQL,note,test,1241,0.8146544505940505,5,0.9043103719872735,False
1313,dns-exfiltration,clear_vp,SonarQube,warning,test,1735,0.6558489485738741,3,0.9023079734420988,False
1314,rds-public,mixed,CodeQL,none,infra,1070,0.6973145402967293,6,0.7542010919924448,True
1315,unused-import,clear_fp,Semgrep,error,production,956,0.8047370647669405,8,0.2672072767565691,True
1316,assert-usage,clear_fp,CodeQL,error,infra,1085,0.7344050845049861,3,0.6597173226399262,True
1317,deserialization,clear_vp,Semgrep,none,production,1770,0.5509126399478858,2,0.20788805526314447,False
1318,ssrf-request,clear_vp,CodeQL,error,test,1763,0.38037893703847325,1,0.6152274989656707,False
1319,line-too-long,clear_fp,CodeQL,note,production,947,0.9666149922642142,4,0.7839169288465484,True
1320,s3-no-encryption,mixed,SonarQube,warning,infra,1016,0.6574733351916259,7,0.5313983069963222,True
1321,todo-comment,clear_fp,SonarQube,warning,production,1402,0.8762232931316409,3,0.46472195619874945,True
1322,catch-generic,clear_fp,CodeQL,error,config,1747,0.8344499573477631,5,0.2490199621067708,True
1323,todo-comment,clear_fp,SonarQube,error,config,111,0.19923676348554553,2,0.9703838227924875,True
1324,unused-import,clear_fp,SonarQube,warning,production,790,0.48989414213082494,5,0.6189223562347216,True
1325,xss-reflected,mixed,Semgrep,note,test,1944,0.9897744156800895,4,0.20125316090490764,True
1326,sqli-confirmed,clear_vp,Semgrep,note,config,1339,0.16037346510519312,5,0.653542146706534,False
1327,deserialization,clear_vp,Semgrep,note,test,277,0.2986839838141343,2,0.028518493911292575,False
1328,todo-comment,clear_fp,CodeQL,error,infra,1395,0.46149579845133604,3,0.7931106750282209,True
1329,ssrf-request,clear_vp,CodeQL,note,production,1323,0.4017452054249785,3,0.922120435961218,True
1330,dns-exfiltration,clear_vp,CodeQL,note,test,1256,0.40534232377328694,3,0.47492835302838476,True
1331,rds-public,mixed,CodeQL,warning,production,1166,0.7126612256467458,6,0.09566358641884165,True
1332,s3-no-encryption,mixed,SonarQube,warning,test,1299,0.9094771083678906,4,0.016058822680113716,True
1333,command-injection,clear_vp,CodeQL,note,infra,1035,0.6569041059597566,3,0.7714397690943607,True
1334,s3-no-encryption,mixed,Semgrep,none,infra,131,0.9168232920234202,2,0.996762584986409,True
1335,s3-no-encryption,mixed,Semgrep,warning,config,327,0.7890901515964134,4,0.28515628874168475,False
1336,s3-no-encryption,mixed,SonarQube,error,production,1538,0.8803481958519901,2,0.493974988305266,False
1337,line-too-long,clear_fp,SonarQube,error,test,1424,0.8858827375717444,2,0.05341667193451061,True
1338,assert-usage,clear_fp,SonarQube,none,config,18,0.3819706584166159,4,0.650156220738494,True
1339,catch-generic,clear_fp,Semgrep,warning,production,1668,0.2990802116554113,3,0.5655318769240576,True
1340,public-subnet,mixed,SonarQube,warning,config,1940,0.21716451595644226,4,0.04138419569972129,False
1341,line-too-long,clear_fp,CodeQL,error,infra,1747,0.1152592290260368,5,0.4390099911996094,True
1342,ssrf-request,clear_vp,CodeQL,warning,production,1191,0.0443096822086303,1,0.9072406837773928,False
1343,xss-reflected,mixed,CodeQL,warning,infra,136,0.07331645212076543,2,0.5028437106431355,True
1344,hardcoded-secret,mixed,Semgrep,warning,production,861,0.4165974806939431,2,0.3429296093981834,False
1345,catch-generic,clear_fp,CodeQL,warning,production,607,0.890811894313803,1,0.07153882189037641,True
1346,ssh-anomaly,mixed,CodeQL,warning,test,1277,0.13062396686929179,3,0.24626572398078572,False
1347,todo-comment,clear_fp,Semgrep,error,production,1380,0.7786521510749094,5,0.87932165926506,True
1348,eval-detected,clear_fp,Semgrep,error,infra,608,0.28834142779468586,3,0.25631271326094585,True
1349,line-too-long,clear_fp,Semgrep,note,production,333,0.11172782735606246,3,0.024496731751618706,True
1350,malware-callback,clear_vp,SonarQube,note,infra,1420,0.33466500998454485,2,0.8103031373334708,False
1351,path-traversal,mixed,CodeQL,none,test,1322,0.19017813552399254,4,0.31079191253464666,True
1352,xss-reflected,mixed,CodeQL,none,production,1644,0.7007318803632652,5,0.6574713688561535,True
1353,open-redirect,mixed,Semgrep,warning,test,1422,0.5205998168029811,2,0.8227440310394937,False
1354,eval-detected,clear_fp,SonarQube,error,test,1273,0.745080171162218,2,0.00033015925947643687,False
1355,sql-injection,mixed,SonarQube,error,production,1814,0.32450478062000954,5,0.41231757808312486,False
1356,http-404-burst,clear_fp,SonarQube,note,infra,1254,0.4895395420941543,3,0.8090185422666974,True
1357,todo-comment,clear_fp,CodeQL,warning,production,239,0.06752818722587728,7,0.03065949015019731,True
1358,public-subnet,mixed,Semgrep,error,config,871,0.6393387635014058,5,0.525631914599504,False
1359,gdpr-data-leak,clear_vp,SonarQube,error,production,394,0.360884912494307,7,0.9348348021752354,False
1360,rce-confirmed,clear_vp,SonarQube,error,production,1740,0.9646855564468417,4,0.0763933167953057,False
1361,unused-import,clear_fp,Semgrep,none,production,1309,0.48221228175620945,8,0.4390530399513951,True
1362,weak-cipher,mixed,Semgrep,warning,config,975,0.11654836343355401,4,0.8487885877391554,False
1363,eval-detected,clear_fp,Semgrep,warning,production,1236,0.8839018149601086,4,0.8301169113081226,True
1364,bare-except,clear_fp,SonarQube,none,production,1988,0.5530731073672155,4,0.6519126067329519,True
1365,open-redirect,mixed,CodeQL,note,infra,1379,0.45185866513424044,5,0.7852946667226732,False
1366,rds-public,mixed,CodeQL,warning,infra,659,0.18630961750245023,4,0.05626994421471054,False
1367,assert-usage,clear_fp,SonarQube,note,test,1370,0.421229733685496,6,0.6533399244188108,True
1368,ssh-anomaly,mixed,SonarQube,note,test,983,0.8601204413974134,3,0.46199834279394847,True
1369,line-too-long,clear_fp,CodeQL,none,test,555,0.03425457362663997,7,0.34864447835571766,True
1370,rds-public,mixed,CodeQL,note,production,628,0.9951821206249387,3,0.6892840817509648,True
1371,latest-tag,clear_fp,CodeQL,none,production,1855,0.6027062694061975,4,0.6174565803977604,True
1372,s3-no-encryption,mixed,Semgrep,warning,production,1486,0.1437851730161922,4,0.0381316140914727,False
1373,dom-xss,clear_vp,CodeQL,error,test,924,0.734447277798688,4,0.5425702034080678,False
1374,dom-xss,clear_vp,Semgrep,error,config,703,0.5982018957938589,4,0.693075112970487,False
1375,prototype-pollution,mixed,Semgrep,note,infra,1136,0.18710842291725305,6,0.7346544978530639,False
1376,malware-callback,clear_vp,CodeQL,warning,config,888,0.523372147470971,9,0.9792330832972443,False
1377,line-too-long,clear_fp,Semgrep,error,config,1568,0.3256447769498927,5,0.6310141935045311,True
1378,prototype-pollution,mixed,SonarQube,error,infra,1526,0.11291033885887591,7,0.6501417346469641,False
1379,open-redirect,mixed,Semgrep,warning,infra,1403,0.9587846047250311,4,0.006488083780526455,False
1380,xss-reflected,mixed,CodeQL,error,production,1153,0.9261740440697538,3,0.8893277820194403,False
1381,sqli-confirmed,clear_vp,SonarQube,note,config,1598,0.9855022916368356,4,0.417562619448016,False
1382,rds-public,mixed,CodeQL,error,infra,1772,0.9160486762076435,3,0.7933097732158209,False
1383,sql-injection,mixed,CodeQL,note,production,1059,0.05671513828222552,5,0.20194086451198257,True
1384,sql-injection,mixed,SonarQube,none,production,1234,0.12211262136599399,3,0.7346220404322331,True
1385,eval-detected,clear_fp,SonarQube,error,production,982,0.616838376784242,3,0.4592373913640909,False
1386,assert-usage,clear_fp,CodeQL,warning,production,1558,0.4303926180160754,5,0.4962351738699511,True
1387,ssh-anomaly,mixed,CodeQL,note,production,1381,0.6504382637665866,7,0.07801869900073655,False
1388,insecure-deser,clear_vp,SonarQube,warning,test,257,0.5969602868455279,4,0.30062055985564207,False
1389,xss-reflected,mixed,SonarQube,warning,production,596,0.4999079566958077,3,0.06844625492905299,False
1390,dom-xss,clear_vp,CodeQL,none,production,1505,0.15806130029164933,1,0.7848913946638502,False
1391,todo-comment,clear_fp,Semgrep,error,config,28,0.6973580668337706,2,0.4814936785493943,True
1392,gdpr-data-leak,clear_vp,SonarQube,note,config,744,0.082738684750857,3,0.8433026752039908,False
1393,bare-except,clear_fp,SonarQube,warning,config,948,0.43176753819855795,6,0.030868132542461013,True
1394,http-404-burst,clear_fp,CodeQL,warning,test,29,0.6504833499946875,4,0.47095685239103,True
1395,assert-usage,clear_fp,CodeQL,warning,test,833,0.21489643357423183,3,0.6252083217429301,True
1396,todo-comment,clear_fp,CodeQL,note,production,1672,0.2409520426369428,3,0.3205873059917339,True
1397,xss-reflected,mixed,SonarQube,warning,test,1136,0.9612792423673864,4,0.40934296382894464,True
1398,rce-confirmed,clear_vp,SonarQube,none,production,1767,0.39494871367726303,3,0.9853576097747392,False
1399,prototype-pollution,mixed,SonarQube,warning,production,1337,0.13000695523276984,4,0.4028956110310057,True
1400,path-traversal,mixed,SonarQube,note,production,956,0.7468481212961181,7,0.32461724231147737,False
1401,insecure-deser,clear_vp,CodeQL,note,production,1659,0.26920991911439807,2,0.2231149585386668,False
1402,line-too-long,clear_fp,Semgrep,note,production,695,0.043345619927325774,5,0.6521139786237482,True
1403,prototype-pollution,mixed,CodeQL,error,production,707,0.4150454939539002,3,0.18787653894114598,False
1404,csrf-missing,mixed,Semgrep,warning,test,1836,0.04761237842748811,3,0.32393556607803375,True
1405,rce-confirmed,clear_vp,Semgrep,warning,test,1497,0.6480871121084563,4,0.3612617290703949,True
1406,public-subnet,mixed,Semgrep,warning,test,1985,0.07610105583336235,5,0.49329358056269235,False
1407,rce-confirmed,clear_vp,Semgrep,error,production,55,0.9410270826575747,5,0.6864108816231302,False
1408,assert-usage,clear_fp,CodeQL,error,config,850,0.8690471024768169,3,0.6276247009230531,True
1409,rds-public,mixed,Semgrep,note,test,1231,0.5127134815929951,6,0.5515876608066341,True
1410,hsts-missing,clear_fp,SonarQube,none,production,317,0.2970909687803208,5,0.7820645215724311,True
1411,s3-no-encryption,mixed,Semgrep,error,infra,893,0.8515511170493673,2,0.5767897084972363,False
1412,unused-import,clear_fp,CodeQL,note,production,1250,0.5023019051644463,5,0.9267924944093012,True
1413,rds-public,mixed,CodeQL,warning,production,1687,0.6206369521207595,4,0.04773378967875608,False
1414,xss-reflected,mixed,Semgrep,warning,test,1133,0.6383543048854777,7,0.9050840377609537,True
1415,rce-confirmed,clear_vp,Semgrep,note,infra,1766,0.2483184830248425,4,0.2427982645276724,False
1416,open-redirect,mixed,CodeQL,warning,test,1256,0.6611132411443931,4,0.7877714800885685,True
1417,hardcoded-secret,mixed,CodeQL,none,test,1308,0.5492200998868637,5,0.3884369385525741,True
1418,hsts-missing,clear_fp,CodeQL,error,production,302,0.6015346226306262,4,0.6834966170980852,True
1419,weak-cipher,mixed,SonarQube,error,production,1079,0.045572521613820305,11,0.6817831212123454,False
1420,bare-except,clear_fp,Semgrep,note,test,305,0.4066801840966585,5,0.7887095228136228,True
1421,command-injection,clear_vp,SonarQube,warning,production,644,0.9078261449292854,5,0.5956934958135682,False
1422,dns-exfiltration,clear_vp,CodeQL,error,config,1653,0.8504522733622586,7,0.3759611021613539,False
1423,insecure-deser,clear_vp,Semgrep,none,production,891,0.3481989822136604,2,0.8802156244855679,False
1424,deserialization,clear_vp,SonarQube,warning,test,1082,0.29708865318724076,5,0.85304066211651,True
1425,ssh-anomaly,mixed,SonarQube,warning,test,140,0.9877158687446709,5,0.6543493461623232,False
1426,hsts-missing,clear_fp,CodeQL,warning,test,31,0.8300653721957794,3,0.3620558501724914,True
1427,deserialization,clear_vp,Semgrep,none,production,445,0.8773650457130683,3,0.03180204081967042,False
1428,rds-public,mixed,SonarQube,error,production,878,0.4506234145701252,5,0.7343234082185247,False
1429,hardcoded-secret,mixed,SonarQube,none,production,934,0.6217593860953973,3,0.1667455686259366,True
1430,insecure-deser,clear_vp,CodeQL,error,production,27,0.13915483451822375,5,0.6176380505435449,False
1431,prototype-pollution,mixed,Semgrep,none,production,306,0.9722213709670056,4,0.8896013951243946,False
1432,weak-cipher,mixed,SonarQube,note,test,1005,0.2234273167496692,3,0.6217266153088818,True
1433,bare-except,clear_fp,SonarQube,note,infra,764,0.6491892846364932,3,0.6561618064448772,True
1434,command-injection,clear_vp,CodeQL,error,production,565,0.007541092715998676,5,0.4712948285333167,False
1435,rce-confirmed,clear_vp,CodeQL,note,infra,143,0.5619752393137492,4,0.03503165294061683,False
1436,eval-detected,clear_fp,SonarQube,warning,infra,1209,0.4254914134515433,3,0.6294785139623463,True
1437,prototype-pollution,mixed,Semgrep,note,production,1517,0.4688929855087839,1,0.7893230103611636,True
1438,public-subnet,mixed,SonarQube,note,test,1994,0.5463684910261374,5,0.23945481408550195,True
1439,http-404-burst,clear_fp,SonarQube,warning,test,1455,0.718703949501973,2,0.5707687965859014,True
1440,http-404-burst,clear_fp,CodeQL,warning,test,1326,0.5543616863422735,4,0.9900863745790824,True
1441,weak-cipher,mixed,SonarQube,none,production,697,0.5618138803383087,7,0.32158394036246507,True
1442,dom-xss,clear_vp,SonarQube,warning,config,1492,0.30431027647992326,2,0.9449086867499137,False
1443,rds-public,mixed,Semgrep,note,production,77,0.04451885141159995,6,0.6451056765863918,True
1444,public-subnet,mixed,Semgrep,error,config,1439,0.28583814466392876,4,0.034865906317025575,True
1445,csrf-missing,mixed,Semgrep,warning,infra,147,0.39835532196590906,2,0.5437267348301648,True
1446,csrf-missing,mixed,Semgrep,note,production,436,0.484368151342658,3,0.4100896832611529,True
1447,weak-cipher,mixed,Semgrep,warning,production,993,0.6972743463759475,2,0.05021596492080693,False
1448,bare-except,clear_fp,CodeQL,none,test,1824,0.8492687504381812,4,0.14730134571189302,False
1449,line-too-long,clear_fp,Semgrep,note,production,1974,0.1018373415997994,3,0.426954445496477,True
1450,deserialization,clear_vp,CodeQL,none,infra,895,0.6674280060069894,5,0.004197160830565205,False
1451,deserialization,clear_vp,SonarQube,warning,production,154,0.6802464906985235,2,0.9337621198067512,False
1452,s3-no-encryption,mixed,SonarQube,none,production,1496,0.06935167101859663,2,0.2957661311970958,True
1453,dom-xss,clear_vp,CodeQL,error,config,1997,0.7239678737735169,3,0.5238556070428226,False
1454,sql-injection,mixed,Semgrep,note,production,141,0.3774472858299742,2,0.7515530563490262,True
1455,prototype-pollution,mixed,SonarQube,error,test,542,0.5963798327023657,5,0.09106635598747259,False
1456,rds-public,mixed,Semgrep,note,test,1011,0.01608008640590597,2,0.7251376641998437,True
1457,weak-cipher,mixed,CodeQL,warning,production,1635,0.6060893405565367,1,0.7802065722011909,False
1458,line-too-long,clear_fp,CodeQL,warning,production,526,0.33515314262232065,4,0.6315778405210494,True
1459,assert-usage,clear_fp,SonarQube,note,production,829,0.17722238330646967,4,0.4924226893985947,True
1460,dns-exfiltration,clear_vp,SonarQube,warning,production,1326,0.36166490253609496,5,0.10996482813170616,False
1461,insecure-deser,clear_vp,CodeQL,note,production,1864,0.44678116303137805,7,0.6015620688219003,False
1462,deserialization,clear_vp,CodeQL,warning,production,1452,0.5967765959309443,2,0.7675951182531763,False
1463,catch-generic,clear_fp,SonarQube,warning,config,194,0.5094018695309703,6,0.0035489918647713115,True
1464,open-redirect,mixed,SonarQube,note,config,134,0.6644769629063916,4,0.34842264778909304,True
1465,weak-cipher,mixed,CodeQL,error,production,1881,0.013993410170462628,5,0.6591135216215475,False
1466,http-404-burst,clear_fp,CodeQL,warning,production,302,0.18097957760599515,5,0.8186274411366156,True
1467,eval-detected,clear_fp,CodeQL,warning,infra,1105,0.7949509328246771,6,0.32456428425547634,True
1468,hsts-missing,clear_fp,Semgrep,note,test,1333,0.11780721306768427,2,0.14034197271804583,True
1469,todo-comment,clear_fp,Semgrep,note,production,460,0.7536218805843591,8,0.9804488986363927,True
1470,prototype-pollution,mixed,SonarQube,warning,test,1624,0.49835793429443775,2,0.8830577292325673,True
1471,sqli-confirmed,clear_vp,Semgrep,error,production,1644,0.9199013664369213,6,0.2955524986352176,False
1472,unused-import,clear_fp,CodeQL,warning,test,521,0.7071602939808602,3,0.27885053008676475,True
1473,rds-public,mixed,Semgrep,warning,infra,120,0.8964852726424966,2,0.10731866047401506,True
1474,assert-usage,clear_fp,Semgrep,warning,production,1847,0.1567043477959481,3,0.5275259236745986,True
1475,insecure-deser,clear_vp,Semgrep,note,test,1097,0.06742386620368168,4,0.9855193569028654,False
1476,public-subnet,mixed,Semgrep,error,production,1739,0.3425392295096077,1,0.3600209378545035,False
1477,dns-exfiltration,clear_vp,CodeQL,note,infra,1570,0.3311764141010678,5,0.38649010605851464,False
1478,latest-tag,clear_fp,SonarQube,none,production,1039,0.5149878547278329,5,0.27402469403848584,True
1479,rce-confirmed,clear_vp,CodeQL,warning,production,302,0.9022815704406234,3,0.6101948316486301,False
1480,sqli-confirmed,clear_vp,CodeQL,warning,infra,1294,0.5612056530988694,4,0.554842190371608,False
1481,deserialization,clear_vp,Semgrep,note,test,849,0.9062657925730495,6,0.5186462894216692,False
1482,rds-public,mixed,CodeQL,warning,production,794,0.6204143747135337,2,0.3353742848795249,False
1483,line-too-long,clear_fp,SonarQube,note,infra,1818,0.041004688694782465,8,0.8786309261730072,True
1484,todo-comment,clear_fp,SonarQube,note,config,1304,0.9899349514629996,3,0.7876011464616444,True
1485,todo-comment,clear_fp,SonarQube,note,config,702,0.6151321848133509,6,0.8581783863106291,True
1486,catch-generic,clear_fp,CodeQL,note,test,1604,0.11624575268993798,5,0.5070476590476781,True
1487,prototype-pollution,mixed,SonarQube,none,test,1307,0.3681635138512874,3,0.6085815978756451,True
1488,bare-except,clear_fp,CodeQL,warning,infra,384,0.24962033784357585,4,0.7005988109481615,True
1489,command-injection,clear_vp,Semgrep,note,production,165,0.5102578212000898,3,0.049088749948990595,False
1490,gdpr-data-leak,clear_vp,CodeQL,warning,test,1837,0.36133941976948436,2,0.877159802018011,False
1491,bare-except,clear_fp,CodeQL,note,production,1305,0.061406583141121684,4,0.44809111279591984,False
1492,unused-import,clear_fp,Semgrep,error,config,1236,0.8782066742268435,4,0.810587344410973,True
1493,sql-injection,mixed,CodeQL,note,production,939,0.2807519507463412,4,0.5911847871160733,False
1494,rds-public,mixed,Semgrep,note,test,986,0.059766607641346225,1,0.878116722105682,False
1495,bare-except,clear_fp,SonarQube,note,test,232,0.7848372497826352,2,0.7745602499145873,True
1496,latest-tag,clear_fp,Semgrep,error,test,1537,0.19380424246791583,3,0.8381920347835841,True
